Player,Team,Position,Age,File
H. Villalba,Barcelona,"CF, LW, AMF",31.0,Ecuador.xlsx
A. Lorenzo,Orense,RCB,27.0,Ecuador.xlsx
C. Valencia,Libertad,"DMF, RCMF, LCMF",26.0,Ecuador.xlsx
L. León,Emelec,RCB,33.0,Ecuador.xlsx
J. Corozo,LDU Quito,"CF, RAMF, RWF",30.0,Ecuador.xlsx
A. Rodríguez,Universidad Católica,"AMF, CF",22.0,Ecuador.xlsx
C. Tobar,LDU Quito,"LCMF, AMF, LWF",25.0,Ecuador.xlsx
I. Mosquera,Deportivo Cuenca,RB,22.0,Ecuador.xlsx
Á. Mena,Orense,"AMF, RW, CF",38.0,Ecuador.xlsx
J. Angulo,Manta,"CF, LW",31.0,Ecuador.xlsx
M. Tello,Macará,"AMF, RCMF, RDMF",21.0,Ecuador.xlsx
C. Arboleda,Deportivo Cuenca,"LB, LW",35.0,Ecuador.xlsx
D. González,Deportivo Cuenca,"LW, CF, AMF",22.0,Ecuador.xlsx
L. Cano,Barcelona,"CF, RAMF, LW",26.0,Ecuador.xlsx
J. Neris,Emelec,CF,26.0,Ecuador.xlsx
G. Rivero,Deportivo Cuenca,CF,34.0,Ecuador.xlsx
Luis Moreno,Universidad Católica,"RDMF, LDMF",21.0,Ecuador.xlsx
Y. Ochoa,Independiente del Valle U20,"LCMF, RCMF",21.0,Ecuador.xlsx
M. Miranda,Macará,"LCMF, AMF",26.0,Ecuador.xlsx
B. García,Deportivo Cuenca,"RCMF, RDMF",25.0,Ecuador.xlsx
E. Pepinós,Leones del Norte,"RCMF, CF",24.0,Ecuador.xlsx
Renato Ibarra,Mushuc Runa,"CF, AMF",35.0,Ecuador.xlsx
J.  González,Mushuc Runa,"RCMF, LCMF, LDMF",26.0,Ecuador.xlsx
L. Nazareno,Leones del Norte,GK,31.0,Ecuador.xlsx
J. Perlaza,Barcelona,LB,28.0,Ecuador.xlsx
A. Velasco,Independiente del Valle,"RCB, LCB, CB",27.0,Ecuador.xlsx
L. Loor,Independiente del Valle,LB,25.0,Ecuador.xlsx
B. Negro,Mushuc Runa,LCB,28.0,Ecuador.xlsx
E. Cabeza,Delfin,"RCB, LCB",23.0,Ecuador.xlsx
J. Espinoza,Independiente del Valle,"RB, RCB",27.0,Ecuador.xlsx
J. Nazareno,Manta,"RCMF, RAMF",27.0,Ecuador.xlsx
M. Díaz,Universidad Católica,"AMF, LCMF, LDMF",35.0,Ecuador.xlsx
E. Zúñiga,Delfin,"LB, LWB",22.0,Ecuador.xlsx
J. Mohor,Macará,LB,25.0,Ecuador.xlsx
A. Preciado,Aucas,"RW, LW",31.0,Ecuador.xlsx
C. Orejuela,Mushuc Runa,"CF, LW, RW",33.0,Ecuador.xlsx
K. Ushiña,Delfin,"RW, RWF, RCMF",29.0,Ecuador.xlsx
J. Castillo,Delfin,LB,27.0,Ecuador.xlsx
M. Mejía,Barcelona,"LW, RW, RAMF",27.0,Ecuador.xlsx
M. Díaz,Deportivo Cuenca,"RW, LW, RWF",24.0,Ecuador.xlsx
M. Estrada,LDU Quito,CF,30.0,Ecuador.xlsx
D. Arroyo,Guayaquil City,"RCMF, DMF",33.0,Ecuador.xlsx
A. Rodríguez,Independiente del Valle,"LW, RW, LCMF",26.0,Ecuador.xlsx
L. Ferro,Macará,CF,24.0,Ecuador.xlsx
F. Perinciolo,Delfin,"LW, LAMF",29.0,Ecuador.xlsx
E. Segura Cortes,Emelec,"LCB, CB",26.0,Ecuador.xlsx
D. Coronel,Libertad,CF,23.0,Ecuador.xlsx
K. Minda,LDU Quito,"RCMF, LCMF, LDMF",27.0,Ecuador.xlsx
E. Mendoza,Delfin,CF,24.0,Ecuador.xlsx
T. Martínez,Barcelona,"AMF, RW, CF",31.0,Ecuador.xlsx
E. Zambrano,Orense,"RAMF, RW",18.0,Ecuador.xlsx
G. Vallecilla,Barcelona,LB,26.0,Ecuador.xlsx
J. Estacio,Macará,"RB, RDMF, RCMF",28.0,Ecuador.xlsx
H. Batalla,Libertad,"LW, RCMF",28.0,Ecuador.xlsx
R. Briones,Independiente del Valle,"RCMF, LCMF",25.0,Ecuador.xlsx
A. Londoño,Universidad Católica,"RAMF, RW, CF",24.0,Ecuador.xlsx
L. Sosa,Barcelona,LCB,31.0,Ecuador.xlsx
A. López,Deportivo Cuenca,RB,33.0,Ecuador.xlsx
D. Guagua,Independiente del Valle,"RW, RB",18.0,Ecuador.xlsx
F. Mina,Mushuc Runa,"CF, AMF, RAMF",27.0,Ecuador.xlsx
J. Cabeza Mina,Leones del Norte,"RCMF, LCMF, AMF",23.0,Ecuador.xlsx
J. Espinoza Arizaga,Macará,RB,22.0,Ecuador.xlsx
F. Castelli,Mushuc Runa,CF,31.0,Ecuador.xlsx
B. Palacios,Universidad Católica,CF,31.0,Ecuador.xlsx
J. Gómez,Barcelona,"RW, RAMF, LW",19.0,Ecuador.xlsx
C. González,Independiente del Valle,CF,33.0,Ecuador.xlsx
J. Medina,LDU Quito,"CF, RW, RAMF",31.0,Ecuador.xlsx
Ronny Borja,Leones del Norte,"DMF, LDMF, RCMF",20.0,Ecuador.xlsx
L. Mancinelli,Deportivo Cuenca,"RW, RAMF, RCMF",36.0,Ecuador.xlsx
R. Redes,LDU Quito,"RW, RCMF, RAMF",26.0,Ecuador.xlsx
A. Alvarado,LDU Quito,"AMF, LW, CF",27.0,Ecuador.xlsx
R. Mina,LDU Quito,RCB,26.0,Ecuador.xlsx
J. Alcívar,Independiente del Valle,"DMF, LDMF",26.0,Ecuador.xlsx
L. Fragozo,Emelec,"CF, LW",16.0,Ecuador.xlsx
J. Bolaños,Macará,RB,25.0,Ecuador.xlsx
J. Lerma,Independiente del Valle,"RCMF, RDMF",18.0,Ecuador.xlsx
Ibrain Cuero,Manta,RB,20.0,Ecuador.xlsx
F. Cornejo,LDU Quito,"RCMF, RDMF, DMF",30.0,Ecuador.xlsx
M. Gamboa,Mushuc Runa,RCB,27.0,Ecuador.xlsx
M. Bermúdez,Orense,CF,20.0,Ecuador.xlsx
M. Reyes,Delfin,RB,23.0,Ecuador.xlsx
G. Nápoli,Emelec,"LCMF, LW, AMF",26.0,Ecuador.xlsx
P. Mercado,Independiente del Valle,"LCMF, LW",22.0,Ecuador.xlsx
M. de La Cruz,Leones del Norte,LB,21.0,Ecuador.xlsx
S. Mina,Orense,"LCB, RCB",26.0,Ecuador.xlsx
F. Ratotti,Delfin,CF,20.0,Ecuador.xlsx
J. Cavallaro,Delfin,"LW, AMF, RCMF",31.0,Ecuador.xlsx
B. Viñán,Orense,"LW, LAMF, LB",25.0,Ecuador.xlsx
T. Chamba,Macará,"AMF, CF, LCMF",21.0,Ecuador.xlsx
J. Chacón,Deportivo Cuenca,"LCMF, RCMF, LW",23.0,Ecuador.xlsx
M. Parrales,Barcelona,CF,30.0,Ecuador.xlsx
M. Vera,Aucas U20,"LW, RW, RAMF",19.0,Ecuador.xlsx
J. Cevallos,Emelec,"RCMF, LCMF, DMF",31.0,Ecuador.xlsx
J. Mina,Barcelona,LB,31.0,Ecuador.xlsx
S. Bueno Quiñónez,Libertad,"RW, LWF",21.0,Ecuador.xlsx
M. Klimowicz Corti,Deportivo Cuenca,CF,19.0,Ecuador.xlsx
J. Chalá,Barcelona,"RCB, LCB",26.0,Ecuador.xlsx
J. Chalá,Macará,"RAMF, RW",31.0,Ecuador.xlsx
I. Molinas,Delfin,"AMF, LCMF, CF",29.0,Ecuador.xlsx
Robert Burbano,Manta,"LW, RW, RAMF",31.0,Ecuador.xlsx
T. Minda,Mushuc Runa,"RW, CF, RAMF",25.0,Ecuador.xlsx
J. Wila Peralta,Barcelona,"LAMF, LW, CF",19.0,Ecuador.xlsx
M. Bolaños,Emelec,"RWF, LCMF, AMF",35.0,Ecuador.xlsx
Daniel de la Cruz,LDU Quito,RB,22.0,Ecuador.xlsx
M. Piedra,Deportivo Cuenca,"LCB, LB",26.0,Ecuador.xlsx
J. Troya,Manta,"LAMF, LW",25.0,Ecuador.xlsx
S. Núñez,Barcelona,CF,25.0,Ecuador.xlsx
E. Segura,Emelec,"LCB, CB, LB",26.0,Ecuador.xlsx
S. Morocho,Deportivo Cuenca,"RCMF, RW, LCMF",28.0,Ecuador.xlsx
J. Intriago,Barcelona,"LCMF, RCMF, DMF",29.0,Ecuador.xlsx
L. Fernández,Técnico Universitario,CF,24.0,Ecuador.xlsx
N. Caicedo,Leones del Norte,"CF, RWB",22.0,Ecuador.xlsx
N. Molina,Orense,"RCMF, LCMF, LDMF",33.0,Ecuador.xlsx
P. Charpentier,Orense,"CF, RW",26.0,Ecuador.xlsx
B. Castillo,Barcelona,"RW, RAMF",27.0,Ecuador.xlsx
F. Asagidigbi,Manta,"LW, LAMF",27.0,Ecuador.xlsx
B. Delgado,Técnico Universitario,"LWF, AMF, LW",30.0,Ecuador.xlsx
D. Armas,Orense,"CF, AMF",35.0,Ecuador.xlsx
J. Jiménez,Macará,RCB,31.0,Ecuador.xlsx
J. Klinger,Macará,LAMF,21.0,Ecuador.xlsx
M. Lucas,Libertad,RCB,33.0,Ecuador.xlsx
D. Pazmiño,Leones del Norte,"RW, LW, CF",26.0,Ecuador.xlsx
A. Mina,Emelec,"LW, LB",23.0,Ecuador.xlsx
B. Hernández,Delfin,"RB, RWB",27.0,Ecuador.xlsx
Miguel Peralta,Independiente del Valle U18,GK,18.0,Ecuador.xlsx
D. Cabezas,Manta,"AMF, LCMF, RCMF",33.0,Ecuador.xlsx
Y. Bravo,Libertad,"LCMF, AMF, CF",25.0,Ecuador.xlsx
D. Cuero,Macará,GK,31.0,Ecuador.xlsx
L. Espinoza,Macará,"RB, RAMF",30.0,Ecuador.xlsx
R. Bolanos,Aucas,"RW, LAMF, RWB",31.0,Ecuador.xlsx
Wagner Caicedo,Técnico Universitario,CF,25.0,Ecuador.xlsx
J. Caicedo Porozo,LDU Quito U20,"LB, LCMF, LW",18.0,Ecuador.xlsx
J. Morocho,Delfin,"RCMF, LDMF, LW",24.0,Ecuador.xlsx
M. Medranda,Macará,LCB,27.0,Ecuador.xlsx
M. Caramuto,Leones del Norte,"RW, LW, AMF",25.0,Ecuador.xlsx
M. Cháves,Técnico Universitario,"LW, RWF, LWF",28.0,Ecuador.xlsx
E. Caicedo,Orense,CF,35.0,Ecuador.xlsx
J. Mairongo Ruiz,Leones del Norte,"RWF, LW, LCMF",25.0,Ecuador.xlsx
D. Nazareno,Universidad Católica,RB,22.0,Ecuador.xlsx
J. Ordóñez,Guayaquil City,LWB,25.0,Ecuador.xlsx
A. Castilo,Técnico Universitario,"RW, RB",19.0,Ecuador.xlsx
S. Tapiero,Aucas,"LCMF, DMF, RCMF",34.0,Ecuador.xlsx
V. Branda,Libertad,"RW, LW",24.0,Ecuador.xlsx
Romario Ibarra,Deportivo Cuenca,"LW, RAMF, RW",31.0,Ecuador.xlsx
Jeremy Mejía,Deportivo Cuenca,"LAMF, LW, LCMF",19.0,Ecuador.xlsx
M. Sevillano,Universidad Católica,"RCB, LB",23.0,Ecuador.xlsx
E. Ladines,Guayaquil City,"LCB, LB",24.0,Ecuador.xlsx
J. Caicedo,Técnico Universitario,"LB, LCB, LWB",22.0,Ecuador.xlsx
D. Palacios,Universidad Católica,"LB, LAMF",26.0,Ecuador.xlsx
E. Beltramone,Manta,"RW, RAMF",27.0,Ecuador.xlsx
J. Rojas,Barcelona,"LAMF, AMF",28.0,Ecuador.xlsx
J. Cárdenas,Delfin,GK,31.0,Ecuador.xlsx
E. Plúas,Orense,"DMF, LCMF",24.0,Ecuador.xlsx
Juan Angulo,Independiente del Valle U18,"CF, RW",18.0,Ecuador.xlsx
A. Zambrano,Mushuc Runa,"LCMF, RW",24.0,Ecuador.xlsx
J. Humanante,Guayaquil City,"RCMF, DMF, LCMF",30.0,Ecuador.xlsx
K. Arce,Técnico Universitario,"RCMF, LCMF",37.0,Ecuador.xlsx
S. Castro,Libertad,"RB, RW",27.0,Ecuador.xlsx
E. Caicedo,Libertad,CF,23.0,Ecuador.xlsx
F. Martínez,Universidad Católica,"LDMF, DMF",41.0,Ecuador.xlsx
J. Ruiz,Emelec,"RW, LW, RAMF",32.0,Ecuador.xlsx
M. Caicedo,Leones del Norte,LB,25.0,Ecuador.xlsx
R. Perea,Guayaquil City,GK,36.0,Ecuador.xlsx
G. Rostagno,Orense,"DMF, LCMF",24.0,Ecuador.xlsx
K. Caicedo Portocarrero,Barcelona,CF,21.0,Ecuador.xlsx
T. Ozaeta,Delfin,"LW, LB, LAMF",18.0,Ecuador.xlsx
N. Dibble,Mushuc Runa,"AMF, CF, LW",31.0,Ecuador.xlsx
A. Mansilla,Leones del Norte,RW,28.0,Ecuador.xlsx
E. Caicedo,Mushuc Runa,CF,21.0,Ecuador.xlsx
J. Arroyo,Independiente del Valle,RW,22.0,Ecuador.xlsx
E. Rose,Universidad Católica,"CF, LAMF, RW",26.0,Ecuador.xlsx
R. Zambrano,Libertad,"LB, LCB, RCMF",33.0,Ecuador.xlsx
O. Herrera,Emelec,RW,22.0,Ecuador.xlsx
S. Arrieta,Leones del Norte,"CF, RAMF, RW",19.0,Ecuador.xlsx
M. Palma,Guayaquil City,"CF, LAMF",28.0,Ecuador.xlsx
J. Rialpe Ayoví,Manta,"RDMF, AMF, RCMF",18.0,Ecuador.xlsx
D. Luna,Aucas,"AMF, RCMF",35.0,Ecuador.xlsx
A. Sosa,Aucas,"LW, LAMF, LWB",25.0,Ecuador.xlsx
J. Quiñones,Mushuc Runa,"LCB, RW",23.0,Ecuador.xlsx
A. Gómez,Independiente Juniors,LCB,20.0,Ecuador.xlsx
J. Mina,Manta,RB,24.0,Ecuador.xlsx
C. Caicedo Rodríguez,Macará,"LDMF, AMF, LCMF",18.0,Ecuador.xlsx
M. Quiñones,Orense,LCB,25.0,Ecuador.xlsx
E. Cabezas,Guayaquil City,"LCB, RCB",27.0,Ecuador.xlsx
G. Cevallos,Barcelona,GK,28.0,Ecuador.xlsx
J. Ortiz,Orense,GK,22.0,Ecuador.xlsx
A. Domínguez,LDU Quito,GK,38.0,Ecuador.xlsx
G. Villar,Independiente del Valle,GK,28.0,Ecuador.xlsx
J. Zambrano,Macará,"LAMF, LW",23.0,Ecuador.xlsx
C. Montaño,Barcelona,"LCMF, RDMF",27.0,Ecuador.xlsx
M. Luque,Leones del Norte,RAMF,26.0,Ecuador.xlsx
J. Cuero,LDU Quito,RB,24.0,Ecuador.xlsx
O. Pico,Mushuc Runa,"LW, LAMF",19.0,Ecuador.xlsx
C. Arteaga,Técnico Universitario,"LWF, LCMF",26.0,Ecuador.xlsx
Virgilio Olaya,Aucas,"RB, LCB",18.0,Ecuador.xlsx
F. Vargas,Leones del Norte,"RB, RCB",23.0,Ecuador.xlsx
Yaxi García,Barcelona,"RAMF, LAMF, AMF",17.0,Ecuador.xlsx
J. Gonzaga,Emelec,"CF, AMF, RW",20.0,Ecuador.xlsx
E. Japa,Aucas,CF,27.0,Ecuador.xlsx
J. Cifuente,Libertad,CF,33.0,Ecuador.xlsx
Rafael Chila,Técnico Universitario,RCB,20.0,Ecuador.xlsx
P. Ortíz Gamez,LDU Quito,LCB,21.0,Ecuador.xlsx
E. Gomez Giler,LDU Quito U20,LCMF,19.0,Ecuador.xlsx
Erik Yepez,Delfin,CF,32.0,Ecuador.xlsx
Luis Garcés,Orense,"LAMF, LCMF, RAMF",19.0,Ecuador.xlsx
J. Valencia Quiñónez,Deportivo Cuenca,"RAMF, LW",19.0,Ecuador.xlsx
M. Sigüenza,Deportivo Cuenca,"AMF, RCMF",17.0,Ecuador.xlsx
A. Batioja,Libertad,"CF, LAMF",27.0,Ecuador.xlsx
Y. Vásquez,Independiente del Valle,"CF, LW",19.0,Ecuador.xlsx
M. Julio,Guayaquil City,"LCMF, AMF, LW",28.0,Ecuador.xlsx
A. Cela,Mushuc Runa,"RCMF, LCMF",29.0,Ecuador.xlsx
O. Medina,Delfin,"RWB, RCB, RW",21.0,Ecuador.xlsx
Samy Burbano,Manta,"RWB, RCMF, RW",20.0,Ecuador.xlsx
J. Vivar,Guayaquil City,"AMF, LW",27.0,Ecuador.xlsx
J. Nazareno,Manta,RCB,27.0,Ecuador.xlsx
R. Troya,Universidad Católica,LCMF,20.0,Ecuador.xlsx
Anderson Testa,Iape,LCMF,35.0,Ecuador.xlsx
A. Viteri,Emelec,"RW, LW",21.0,Ecuador.xlsx
M. Cabeza Loza,Macará,CF,20.0,Ecuador.xlsx
E. Castillo,LDU Quito,"LCMF, RWF",17.0,Ecuador.xlsx
Thiago Serpa,Aucas,"RCMF, AMF",26.0,Ecuador.xlsx
J. Carcelen,Mushuc Runa,"AMF, RCMF",23.0,Ecuador.xlsx
K. Mina,Leones del Norte,CF,32.0,Ecuador.xlsx
Cristopher Benalcazar,Universidad Católica,LAMF,20.0,Ecuador.xlsx
Jordan Medina,Barcelona,LCMF,26.0,Ecuador.xlsx
A. Bolaños,Aucas,RW,26.0,Ecuador.xlsx
J. Ayoví,Emelec,CF,38.0,Ecuador.xlsx
R. Borja,Barcelona,"LW, LCMF",21.0,Ecuador.xlsx
L. Tenorio Medina,Delfin,CF,17.0,Ecuador.xlsx
C. Cuero,Aucas,LB,30.0,Ecuador.xlsx
J. Caicedo Mina,Aucas,CF,18.0,Ecuador.xlsx
M. Carrasco,Técnico Universitario,RW,33.0,Ecuador.xlsx
J. Mohor Mina,,RCMF,19.0,Ecuador.xlsx
E. Hernández,Orense U20,LAMF,18.0,Ecuador.xlsx
D. Espinosa,Aucas,"CF, RAMF",23.0,Ecuador.xlsx
S. Yánez,San Antonio,CF,24.0,Ecuador.xlsx
A. Borjas,Leones del Norte,LAMF,,Ecuador.xlsx
M. Carabalí Yubi,Emelec,RB,19.0,Ecuador.xlsx
B. Carabalí,Aucas,LW,23.0,Ecuador.xlsx
Jeysinio Chalá,Universidad Católica U20,LDMF,18.0,Ecuador.xlsx
F. Castillo Mancheno,Técnico Universitario,RCMF,18.0,Ecuador.xlsx
J. Andrade,Guayaquil City,AMF,33.0,Ecuador.xlsx
Ahmed El Aash,Ghazl El Mehalla,RCB,27.0,Egypt.xlsx
Amer Amer,Ghazl El Mehalla,GK,39.0,Egypt.xlsx
Omar Salah,Petrojet,GK,28.0,Egypt.xlsx
Adham Hamed,Petrojet,"LDMF, RDMF, LCMF",25.0,Egypt.xlsx
M. Alaa,El Gounah,GK,26.0,Egypt.xlsx
Ahmed Hamed Shousha,Ghazl El Mehalla,LCB,32.0,Egypt.xlsx
Amr Hossam,Wadi Degla,GK,34.0,Egypt.xlsx
Ali Fawzi,Modern Sport,RB,34.0,Egypt.xlsx
Y. Zakaria,Ghazl El Mehalla,LB,24.0,Egypt.xlsx
Osama Faisal,National Bank of Egypt,"CF, LAMF, RAMF",25.0,Egypt.xlsx
Mohamed Camacho,El Geish,LCB,32.0,Egypt.xlsx
M. Saeed,Pharco,GK,33.0,Egypt.xlsx
Nour El Sayed,El Gounah,"DMF, LDMF, RDMF",42.0,Egypt.xlsx
S. Ashraf,El Gounah,"RCB, LCB",33.0,Egypt.xlsx
Ali Hamdi,El Geish,"LCMF, DMF, RCMF",27.0,Egypt.xlsx
Khaled Awad,El Geish,RB,22.0,Egypt.xlsx
Abdel Aziz El Balouti,National Bank of Egypt,GK,32.0,Egypt.xlsx
H. Ibrahim,El Gounah,"RCMF, RDMF",24.0,Egypt.xlsx
Mahmoud Abou El Saoud,Al Mokawloon,GK,38.0,Egypt.xlsx
M. Ismail,Al Mokawloon,LCB,32.0,Egypt.xlsx
Mahmoud Shedid,Petrojet,RB,35.0,Egypt.xlsx
Ahmed Bahbah,Petrojet,"LCB, CF",33.0,Egypt.xlsx
M. Roqa,Haras El Hodood,"DMF, RDMF, RCMF",33.0,Egypt.xlsx
M. Ahmed,Pharco,"LCB, LB",23.0,Egypt.xlsx
Abdel Karim Shehata,Ismaily,"LB, LCB",23.0,Egypt.xlsx
Ibrahim Abdelhakim,Haras El Hodood,"RCB, LCB",22.0,Egypt.xlsx
B. Ndiaye,Pharco,"RCB, CB, LCB",21.0,Egypt.xlsx
A. Mohamed,Ismaily,"RB, LCB, RCB",23.0,Egypt.xlsx
M. Ali Okasha,Petrojet,"RDMF, LDMF, RCMF",28.0,Egypt.xlsx
Mostafa Gamal,Al Mokawloon,"DMF, RDMF, RCMF",35.0,Egypt.xlsx
A. Tarek,ZED FC,LCB,24.0,Egypt.xlsx
M. Rizk,Modern Sport,RCB,32.0,Egypt.xlsx
Ahmed Alaa Eldin,El Geish,RCB,32.0,Egypt.xlsx
Mohamed Bassam,Ceramica,GK,35.0,Egypt.xlsx
Mahmoud El Zanfaly,Haras El Hodood,GK,34.0,Egypt.xlsx
Karim El Tayeb,Pharco,CF,27.0,Egypt.xlsx
Mostafa Ibrahim,Al Ittihad,"LCB, RCB",26.0,Egypt.xlsx
Ahmed Al Shenawy,Pyramids,GK,34.0,Egypt.xlsx
A. Amoory,Ghazl El Mehalla,RB,27.0,Egypt.xlsx
I. Ouro-Agoro,El Geish,CF,30.0,Egypt.xlsx
Mohamed Ghanam,Modern Sport,"LDMF, AMF, LCMF",29.0,Egypt.xlsx
Karim Yehia,Kahraba Ismailia,"RCB, RB",28.0,Egypt.xlsx
Hossam Abdelsalam,Zamalek,LCB,25.0,Egypt.xlsx
Mohamed Nasr,Ismaily,"RCB, LCB",26.0,Egypt.xlsx
Ahmed Abdel Rasoul,El Gounah,"LCB, RCB",30.0,Egypt.xlsx
M. Rabia,ZED FC,LB,30.0,Egypt.xlsx
R. Arfaoui,Ghazl El Mehalla,"AMF, LCMF, CF",30.0,Egypt.xlsx
Mohamed Hamdi Zaki,Haras El Hodood,CF,34.0,Egypt.xlsx
Abdelrahman Samir,ENPPI,GK,25.0,Egypt.xlsx
Aly Lotfi,ZED FC,GK,36.0,Egypt.xlsx
Abdel Gawad Taalab,El Gounah,RB,24.0,Egypt.xlsx
A. Sulieman,Kahraba Ismailia,"CF, RW, LW",25.0,Egypt.xlsx
Islam Abou Salima,Haras El Hodood,"LCB, CB, RCB",32.0,Egypt.xlsx
Ragab Nabil,Ceramica,"RCB, LCB",32.0,Egypt.xlsx
A. Sabeha,ENPPI,"RB, RCB",26.0,Egypt.xlsx
S. Teka,Wadi Degla,"RCB, LCB",35.0,Egypt.xlsx
Mahmoud Ouka,Haras El Hodood,"LAMF, LW, LCMF",23.0,Egypt.xlsx
Mohanad Lasheen,Pyramids,RDMF,29.0,Egypt.xlsx
Omar El Wahsh,Al Mokawloon,"LDMF, LCMF, RDMF",31.0,Egypt.xlsx
Mahmoud Diasty,Wadi Degla,"LW, LWF, LAMF",26.0,Egypt.xlsx
K. Ahmed,El Gounah,LB,22.0,Egypt.xlsx
Yassin El Mallah,Pharco,"RCMF, LCMF",22.0,Egypt.xlsx
Ahmed El Sageery,ZED FC,"DMF, RDMF, RCMF",27.0,Egypt.xlsx
M. Abdelaati,Wadi Degla,"LCMF, AMF",30.0,Egypt.xlsx
Ahmed Khalil Kalosha,ENPPI,LCB,27.0,Egypt.xlsx
F. Lakay,Ceramica,"CF, AMF",28.0,Egypt.xlsx
Mohamed Hany,Al Ahly,RB,30.0,Egypt.xlsx
T. Mohamed,Petrojet,LB,26.0,Egypt.xlsx
Karim El Deeb,Al Ittihad,LB,31.0,Egypt.xlsx
Mostafa Saad,ZED FC,"RAMF, RW, RWF",24.0,Egypt.xlsx
Ahmed Mayhoub,Smouha,GK,30.0,Egypt.xlsx
Ahmed Samy,Pyramids,LCB,34.0,Egypt.xlsx
Mohamed Dabash,Smouha,"LCB, RCB",34.0,Egypt.xlsx
M. Abdelsalam,Ghazl El Mehalla,"RDMF, RCMF, RB",20.0,Egypt.xlsx
J. Ochaya,Al Mokawloon,LB,32.0,Egypt.xlsx
Abdallah Gamal,Ismaily,GK,23.0,Egypt.xlsx
M. Chibi,Pyramids,RB,33.0,Egypt.xlsx
Ali El Fil,Modern Sport,LCB,35.0,Egypt.xlsx
Nasser Maher,Pyramids,"AMF, CF",29.0,Egypt.xlsx
Mahmoud Saber,ZED FC,"AMF, RCMF, LDMF",24.0,Egypt.xlsx
Hassan El Shazly,Kahraba Ismailia,"RWB, RB",31.0,Egypt.xlsx
Ali El Gabry,Kahraba Ismailia,GK,25.0,Egypt.xlsx
Nader Farag,Ismaily,"CF, LW, LAMF",25.0,Egypt.xlsx
Ahmed Youssef,Modern Sport,"RCMF, RDMF, DMF",27.0,Egypt.xlsx
Barakat Haggag,Petrojet,"RCB, LCB",28.0,Egypt.xlsx
Amr El Solia,Ceramica,"RDMF, DMF, LCMF",36.0,Egypt.xlsx
Abdel Fattah Ashraf,Kahraba Ismailia,"CB, RCMF",23.0,Egypt.xlsx
M. Konta,Ismaily,"RCMF, DMF, LCMF",18.0,Egypt.xlsx
E. Traoré,Ismaily,"LW, AMF, LCMF",30.0,Egypt.xlsx
Mostafa El Gamal,Petrojet,"AMF, LAMF, RAMF",29.0,Egypt.xlsx
Ahmed Meteb,National Bank of Egypt,LB,29.0,Egypt.xlsx
A. Castelo,ZED FC,RCB,27.0,Egypt.xlsx
Samir Fekri,Smouha,"LW, LAMF",31.0,Egypt.xlsx
H. Reyad,Al Ahly,RCB,27.0,Egypt.xlsx
A. Amer,Smouha,LB,34.0,Egypt.xlsx
Momen Awad,Haras El Hodood,"RB, LB, RCB",25.0,Egypt.xlsx
Mahmoud El Gazzar,National Bank of Egypt,"RCB, CB",28.0,Egypt.xlsx
M. Toure,Ghazl El Mehalla,"DMF, LDMF, RDMF",23.0,Egypt.xlsx
Mahmoud Gennesh,Al Ittihad,GK,38.0,Egypt.xlsx
M. Bentayg,Zamalek,LB,26.0,Egypt.xlsx
A. Magdi,Al Ittihad,"RAMF, RW",28.0,Egypt.xlsx
Marwan Dawoud,ENPPI,LB,28.0,Egypt.xlsx
Omar Adly,Wadi Degla,"LCB, RCB",29.0,Egypt.xlsx
M. El Nahass,El Gounah,CF,24.0,Egypt.xlsx
K. Saïdi,Ghazl El Mehalla,"LAMF, LW, CF",20.0,Egypt.xlsx
Fawzi El Henawy,Haras El Hodood,"LB, LWB",27.0,Egypt.xlsx
M. Magassa,ZED FC,"LCMF, LDMF",22.0,Egypt.xlsx
Amro Tarek,El Geish,LB,34.0,Egypt.xlsx
Marwan Ateya,Al Ahly,"LDMF, DMF, RDMF",27.0,Egypt.xlsx
Juan Alvina,Zamalek,"RAMF, RW",23.0,Egypt.xlsx
Mohamed Adel,Al Mokawloon,"RB, LCMF, DMF",30.0,Egypt.xlsx
Khaled El Ghandour,Smouha,"LCMF, AMF, RCMF",32.0,Egypt.xlsx
